ReviewerID	ProductID	Name	Review	Rating	Summary	Date
A21GDMT9JN2A5Y	B001GRVMLM	Wayward Traveller WaywardT	I still can't believe this show was cancelled this season. With 12 different cop shows staying on forever the one about special forces with good characters gets cancelled? I still enjoy watching this show time after time.,	5	Still one of the best shows,	04-02-2014
AI4JWVX2MXKL6	B001HBLE2O	Kelly S. Larue Kelly	I found this series to be so unbelievable and boring that I didn't finish the DVD.  Some people will enjoy it a lot.,	5	My own worst enemy,	03-02-2010
A2WE24HCTKKM4X	B001HBLE2O	Roy Clark rclarknv	Yes, the concept is tricky; but it was ably smoothed out after the first episode. Everything was improved (they were five stars start to too-soon finish.) So MY OWN WORST ENEMY joins FIREFLY and a long list of other too-good-for-the-Networks.MY OWN WORST ENEMY is, er, was a great series. Their quality showed in every episode - their international locations and consistently fine components (noted in the title, above)would have found an audience eager for such quality. And Slater was a charismatic, forceful lead; at the same time, believable as a domesticated wage slave and a covett operative. I hope Network management reads the comments of disappointed viewers; for MY OWN WORST ENEMY and the many prematurely axed shows which have been inappropriately turned into history.Methinks that Network canceling executives have a very dim view of their viewers. Foolish, too. Considering start-up investments of producers and Networks, this badtaste by TV execs is wasting so much money; no wonder America is in a recessi...	5	EVERY ELEMENT, SCRIPT, ACTING, PRODUCTION QUALITY, ALL SUPERIOR!,	11-10-2011
AP1QSII669BCQ	B001HBLE2O	T. J. Perkins	Just got a bit too confusing and unbelievable. Plus the acting waned. Just my two cents, and you may see it differently.,	3	Started out well...,	01-03-2013
ARYSE5JQ3AG7L	B001HINEH0	maniac	The movie was dark & depressing.Who wants to be depressed?I want to be entertained.The modified comic version was superior.It was well colored ... bright ... splashy ... in your face.I picked up more details about the movie.The comic version had the same plot, so don't think it's something else.There was a blatant ad for Black Freighter in the movie ... LOLTalk about ad placement.The only creepy part was the narrator doing female parts.Come on guys, spend $5 to get a hooker to read the parts.This is where Rorschach needs to come take care of the narrator.;)bundle of 2 = 2 DVD set,	5	Way better than the movie ...,	12-11-2010
A295P73JMAOFJW	B001HWT3TE	Christine A. Rushbrook	This is about the life of a once rich single mom and how she tries to raise her daughter in this new life she was forced in,	5	Excellent show,	07-01-2013
A27C3H9RYSVTL8	B001HWT3TE	Joyce M.	This is just a fun show to watch, enough substance to keep you interested, enough comedy to keep it funny, and enough craziness to keep you wondering what is going to happen next!,	5	Fun,	05-07-2014
A2CZ1EK6CLD5VH	B001HWT3TE	ShopGrl09	I haven't really been able to get into Season 2 of the Starter Wife. They have replaced the &#34;Kenny's&#34; character ex-husband on show with a new guy that is much cuter.. (just not believable in the role of the obnoxious ex-husband/Hollywood enterainment mogul). The show is okay... just not as good as Season 1.,	3	Confusing,	07-05-2013
A1LISVBK6TFGMR	B001HWT3TE	toni gulotta	always liked Debra Messing  so I thought I'd take a chance to  look this one over,  got hooked on the show and was very sorry it was over.  good show,  second season her husband was changed, noticed that, but that was OK,  as long as she remained the same.  light  comedy  good show.,	4	really enjoyed the show,	04-07-2014
AWMVKLGAPTXI3	B001HWT3TE	Verna Metzger	Kind of funny in places. Love the main characters and but the story line is weak,	3	Not bad,	07-03-2014
A1DJLUH6JQ1RHQ	B001I8O2MK	D. Moore Dano	ER is the one and only Medical show that will stand out for all time. And N.B.C put there head up there butt one more time by giving it the boot. And trying to put some other Medical trash in it place( NBC).( New But More Crap). And they took off Law and Order. A flag ship show, just like ER. But that is ok. I will have all 15 seasons of ER very soon, like in a week. And I can start at season one and watch it all over again. 95% of the stuff on tv now is trash..Really no need for Cable now!,	5	ER was the Medical Show that No other Medical shows can touch.,	07-08-2011
A2CTWMNE7GDZT7	B001I8O2MK	jhnesunshine	With this purchase, I have now purchased all 15 seasons of this wonderful series.  I'm not in the medical field, but this drama gave me a greater appreciation of it.  NBC did a wonderful job.  The actors and actresses in this 15 year series were some of the best.  Thank you also to Amazon for providing me with some of the DVD's.  I hope that those of you who read this review are as big a fan as I am of this show, and that your collection is complete as well.,	5	Thank You...,	03-03-2012
A38P0T9K15XLLB	B001JB3T02	blair	It's great wholesome super funny value thats sure to tickle your funny bone time and time again definitely recommend watching it!,	5	icarly is great for all ages!,	02-10-2014
A3SDFA3LBWCSZH	B001JB3T02	johnny	at first the kids watched this show and i hated it. now lol i am always asking them if they want to watch it with me lol. it grows on you.,	4	classic humor,	10-07-2012
A1IGZFOWJDYTN7	B001JB3T02	LAgirl	This is a smart show for kids. It doesn't make you feel all gross with some kind of silly moral to the story.  It knows how to have fun and let you in on it too:)!,	5	Carly and Spence are HIlarious!!,	03-11-2013
A10PEXB6XAQ5XF	B001JB3T02	Michael Gallagher	iCarly is a good show the entire family can watch; this show is enjoyed by all of the kids in my neighborhood up to about 8th grade.  The jokes are pretty funny and what I really like the most as a parent is the show doesn't cross the line like a lot of children-focused shows seem to do with being a tad risqu&eacute;.We have watched all of the episodes of this season for free via our Prime membership vs. the regular price of $24.99 for the whole season: not a bad deal!,	4	Good Series for the Kids and Most Adults,	01-03-2014
A6Q0PUHTTNN6M	B001JB3T02	mommymarly mommymarly	Silly, somewhat far-fetched? Yes, but so much fun for my 12 and 14 yr old... and really between video games and the internet, I'd take iCarly any day!,	5	Kids love I-Carly,	03-11-2013
A2FY4HEDJIF8UX	B001JB3T02	NurseyBee	Unlike many shows for kids and pre-teens on television, I actually like iCarly and have no problem watching it with the kids. Season 2 is my favorite season to date. The characters have already been developed, and they build on existing relationships, including Gibby. Spencer is our favorite character on the show. It's not too crazy for younger kids, and it has enough entertainment value to it that adults can sometimes watch it without wanting to jump off a building.,	5	Cute show,	01-08-2014
ARB0Z68675VPJ	B001JB3T02	robert kush	I remember when I first started watching this show in 2009 and, even though I&#34;m not a kid, I thought it was so funny! It&#34;s too bad that Nickolodeon ended iCarly in November 2012! So I decided to buy it on DVD! I&#34;m waiting for the last two Seasons to come out on DVD! Let&#34;s see there is, of course, Carly Shay, Spenser Shay, her crazy way out there Artist brother, Freddie, the guy is crazy about Carly, Sam Pucket, played by Jennette McCurdy, There are a host of other characters on the show, too, like, Gibby( Gib-bbah!), who they are all over on their Internet online show &#34;iCarly&#34;. I do recommend this show very highly and I still say Nick made a big mistake ending this show like they did....there should, at least, be a follow-up movie! So, with that, let me have front row seat and my bag of popcorn, I&#34;m watching &#34;iCarly Season 2&#34;.,	4	Fun filled TV show that kids will love....of all ages!,	06-05-2014
A3CN755I6UPMR0	B001JG5PJU	Debbifaye	We always watch Diego together and the time goes very quickly.  They teach her kindness and compassion and that animals sometime need our help too.,	5	Baby Girl Loves Diego!,	05-07-2014
A3CQGHO1TMFYSU	B001JG5PJU	Gayle Lai Nanna	I can't count the many times my grandson--who just turned three--has watched this video. He watches it over and over.,	5	A Winner,	07-11-2013
A1TC6XBC3NVRFM	B001JGECT4	Christopher Wunsch	Kind of entertaining....somewhat educational My 2 year old girl seems to have liked it. What more can a dad day,	3	My daughter liked it,	03-09-2014
A3K24OIL1BDDNT	B001JGECT4	Kerry	I'm a nanny an when the kids want to watch tv I'm glad I have prime so the can watch this.,	5	Great for kids,	07-09-2013
A38BXS3153FPEK	B001JGECT4	Kristin L. Weiner	My 5 year old is in love with Diego. It's a great show.  He loves learning about all the animals.,	5	Awesome show,	02-10-2013
A39S5KUUUVRSVF	B001JGECT4	mongiesgirl	Really, all I can go by is that my grandson keeps asking me to watch Deigo. I don't sit and watch it with him but I can hear him calling out the answers to Diego's questions and when it over he wants to watch another. I have seen a few episodes and I like how they get the child involved and it is actually a teaching show. So they are not just sitting numbly spaced out watching cartoons. One time I purposely called out the wrong answer and he corrected me! Great. I was just checking to make sure he was understanding. He is 2 1/2 years.,	5	Captures his attention.,	03-06-2014
A1IKFBECFIKN1X	B001JGECT4	MT	Go Diego go! My son loves to watch Diego and pretend that he is also on a mission to rescue an animal.,	5	Go Diego go!,	06-07-2014
A2TO3FEFPPEW55	B001JGECT4	Rosie Palms	come on people these are for kids...  I don't care that Diego is &#34;suave.&#34;  he needs to do something with his hands other than putting them all over Dora...  Is he in this country legally by the way?  i don't want my 3 yr old exposed to an illegal immigrant or whatever they're calling them these days...  enough.,	1	too much sexual innuendo!,	04-10-2014
A29Q3WR4XNIWON	B001JGECT4	thomas marcelain	My son loved watchin it with so many episodes its great. These is great for the kids and having it on xbox is awesome,	5	Great kids show,	02-10-2013
ADWQPR0LJD4J	B001LUW8G2	ERSInk . com Eric	Warner Bros. Archive brings &#34;Batman: The Brave and the Bold: The Complete First Season&#34; to Blu-ray for the first time in a 2-Disc edition versus the different volumes it was originally released in a few years back. All 26 episodes are here for fans waiting frantically to get them in high-definition. For those who might not know, this series has more in common with the camp approach to the Caped Crusader than Christopher Nolan's grimmer &#34;Dark Knight&#34; Trilogy.Batman prides himself on protecting the city of Gotham City as a solo crime fighter. However, there are many times when the world is threatened on a global scale. Our hero must join forces with the likes of Aquaman, Plastic Man, Green Arrow, Wild Cat, Dr. Fate, and many others when these perils reveal themselves.Although &#34;Batman: The Brave and the Bold: The Complete First Season&#34; is presented on manufacture-on-demand recordable Blu-rays, the audio and video quality is top-notch. The picture is clean and the colors are vibrant the...	4	&#8220;Batman: The Brave and the Bold: The Complete First Season&#8221; Springs on to Blu-ray,	02-12-2014
A2N60VDBR10N18	B001LUW8G2	Tyler Johnson	It's finally here. The collection that we have been waiting on for nearly four years has finally arrived, and its almost everything that I could have asked for. To be perfectly honest, I didn't think we would ever see Batman: The Brave and the Bold in the glorious hi-def picture that we so richly deserved. The only downside is that, again, this set sadly lacks the special features that were absent on the dvd collections as well.The picture and sound quality are wonderful, seeing as this show was gorgeous in the first place. This set is the COMPLETE first season, not the half season releases we saw with the DVD collections. There really isn't much to say beyond this. Batman the brave and the bold is a fun, bright, imaginative, absolute blast of a TV show, and now its finally on Blu-ray. It is a great show, and deserves to be in your collection. A treasure and an absolute must buy.,	5	The Brave and the Bold finally in Blu-ray,	12-09-2013
A1IWR4YH4ZA9BM	B001M432XA	Suzanne Schumacher nocht2late	Everyone needs to own this movie in it's original version...black and white.  It is something I watch every Christmas.  The best Holiday movie ever made with my two favorite actors...and zuzu too!,	5	It's Wonderful,	03-06-2014
A21T99RG6GNUOW	B001MVN03K	Chloe	Awesome series, I loved it when it was on regular TV, and got moved to a different network. I have watched the entire 1st season.,	5	Flashpoint Season 1,	01-08-2014
A3JAS1JIZEN6WX	B001MVN03K	Craig Neading	Love police shows. This show was always full of drama, suspense and made you think like you were in their shoes. Wish it was still on the air.,	5	Great show,	12-03-2013
A2I1EP94C7NEW6	B001MVN03K	D. Greene pooh	Really enjoyed watching this show. Got us hooked from the first show and have enjoyed the whole season. Would recommend.,	5	Cool Show,	06-09-2014
A109ME7C09HM2M	B001MVN03K	Douglas W. Fielder	A little over the top at times, I am slowly beginning to &#34;get&#34; the characters.  Maybe year two will bring everything into focus.,	4	This is a good series....,	05-10-2013
AIDNASYR3I7TS	B001MVN03K	gary seamon	this is one show that teaches you that team work is very important, and how to work together no matter what.,	5	swat team,	06-02-2014
A70CNI39ZMSWC	B001MVN03K	James A. Trinka	This is a good series.  A little more drama than action, but some storylines follow each episode.  The more you watch though, the more you start to connect with the characters.  This one gets better the more you watch it.,	4	Good Series,	05-06-2014
A1X2565QOA6CGC	B001MVN03K	Jim	All the shows were the same. Didn't like the the plots or the stories. Could have use more imagination in the series,	3	OK but all were the same,	05-06-2014
A1O3WRG3SQCF1A	B001MVN03K	Patricia M. Brown	I chose 4 stars because I like watching Police Dramas. This show is really good because it gives you a realistic look at a special unit like SWAT in the U.S. It also gives you a small look at their personal lives and the problems they face everyday.,	4	Great Swat Program,	08-04-2013
A11A75FIE3396D	B001MVN03K	P M. Buchanan mspauly	This show hasn't received a lot of hype but it is a good show.  The scripts are good and the characters are likeable.,	4	Flashpoint Season 1,	10-04-2013
A37KQ2QVXLNYP3	B001MVN03K	Richard C. Anderson	Good cast, OK writing, OK acting, not as much gore as some might show.  In the latest show we watched the bad guy was killed with one bullet; in a real situation in most US cities he would have had 157 bullets in him.,	4	Canadian TV producers do a good job with this kind of show,	05-07-2014
A1MH0P52AACIPS	B001MVN03K	Rosa A. Fernandez	Lots of action that is more normal than the power Rangers. It has the Pink Ranger and she is a Bad ass at shooting plus she looks sexy.  Well the show first show starts pretty good.,	4	it has the Pink Ranger!!,	10-01-2013
A2U7YGHDZJ2HV9	B001MVN03K	S. Clark Friend	I just started watching Flashpoint three weeks ago when I was on 10 days bed rest. Shame on me! This is one of the best shows I've seen in a long time. I don't know how it got by me for all those years. Right from the very first minute of the very first season it rocked. I'm almost at the end of the third season and it still rocks! The Characters all click; each actor is so perfectly suited to their role. I honestly can't say one negative things about Flashpoint except that the show is no longer being made! This could have easily been a 10 year run. Anyway - well worth your time if you're into this type of genre.  Yummy stuff!,	5	Refreshing,	09-04-2013
A2JNERDP9W01ZQ	B001MVN03K	The Librarian	Typical in all the right ways. I really enjoy watching this show and the character building of the cast works well for flow and weekly development,	5	Nice performances in a 45 min drama,	05-05-2013
A2A4G7JX6P5E2L	B001N4PPWK	HobieBritt	A Theif, Hitter, Hacker, Grifter, and Mastermind all working together in a series which shows the good side of criminals. Stealing for the good of people that have been wronged. This series is a great choice for humor and danger, you might also learn a few things about running a successful con along the way.,	5	Leverage S1,	01-02-2013
A691XU34BVWME	B001N4PPWK	JM	I don't get the almost perfect reviews of this show - have these people watched anything else ?  I'm halfway through the first season - the acting is only OK, the characters don't really gel well together and the plots are usually so ridiculous they go beyond unbelievable.  I just finished watching Mile High where at the end, with cheesy graphics they land a 747 SAFELY on the Key West 7 mile bridge. James Bond called to say this show is ridiculous.  I keep waiting for the bad guys to burst out laughing when they are 'duped', instead of falling for what's being done on them.  And most of the shows don't move around location - one was entirely filmed in a house, another was entirely filmed in a plane, etc. This isn't a bad show - it's ok, just be very weary of all the 5 star reviews which I find very odd after watching half the first season.  I love the show Burn Notice which crushes this if you are looking for something better.,	3	Be wary of any movie rating on Amazon almost 5 stars,	02-11-2014
A2NUHWMHA9XNKV	B001N4PPWK	Lady Raven RAVE!	Great show loved it since day one. It's like mission impossible and the Italian job had a wild child and this is it but in a good way. The cast gels well together and I love how the cast feeds off each other the missions are good.,	5	;0),	02-11-2011
A30GJLXUVJRCHN	B001N4PPWK	L	Great episode; this episode is the one that got me hooked.  Season 1 is one of the best.  The season caused me to love Leverage!,	4	This episode is the one that got me hooked.,	10-07-2012
AT1BYQVGK7U71	B001N4PPWK	MKG shadowsjourney	Slick, fast paced, and so much fun you don't care how improbable it is. Casting is spot on with great chemistry between the actors. It's made TV worth watching again.,	5	TV version of Oceans 11,	10-11-2009
A1N63P1KY594SY	B001N4PPWK	Stephen Ingraham lightshedder	Interesting characters in an interesting concept. The acting and writing improves over the course of the season. The Robin Hood character just never gets old.,	4	good start,	09-06-2012
ABNRB69QRBG4R	B001N4PPWK	T. Brady Tom	I just got this series and only watched the first episode and thought it was absolutely fabulous.  Every single character is well rounded and portrays their particular part with such great output.  I am very eager to watch the rest of the series.  I was more than impressed with the entire show.  The old saying is that you have to see it to believe it.  This is the case here.  You most definitely will believe it.,	5	# 1 Show,	12-08-2012
A1MVYVGYPRLQ7N	B001NJO76U	Christa Douglas	I really love this series and those not familiar with it the title pretty much sums it up. The host of the show Mike Rowe (Mike is also the voice you hear on Deadliest Catch) is sent across America to spend a day working with people who have strange, dirty and little known to most people jobs. Mikes quick wit and chemistry with both crew and guests makes the whole show. It's a great watch!,	5	Entertaining and Funny!,	02-04-2014
A2ET0IEXBQSJP6	B001NJO76U	Dave PA	Its amazing that a first season of a show is so awesome. Just all around good wholesome fun show for the whole family.,	5	A great first season,	03-05-2013
A2EFS7MGUJ8LXN	B001NJO76U	WirebitersDotCom	With the sharp wit of Mike Rowe, you can be assured that you will never be bored. Regardless of if he is cleaning a septic tank or collecting dead turkeys, there is always something different every episode.,	5	Dirty Jobs never fails to deliver,	02-10-2013
A1MVYVGYPRLQ7N	B001NJO792	Christa Douglas	Dirty Jobs indeed! The host of the show Mike Rowe (he's also the voice of Deadliest Catch) is sent across America to spend the day with people who have jobs that are dirty, different and relatively unknown to most of us. Mike has great chemistry with his crew and his quick wit with guests has you laughing through some stomach turning assignments.,	5	Great Series!! Watch It!!!!!,	02-04-2014
A2EFS7MGUJ8LXN	B001NJO792	WirebitersDotCom	My wife and I have been watching this show together every night since we realized it was on Amazon Prime. It pretty much has made my subscription pay for itself. Mike is hilarious and the show is educational.,	5	I love this show,	01-08-2014
A371XPHV4CKKOH	B001NJQ1YQ	Bill Austin	Good subject mater and presentation.  The show has always been a favorite of mine.  I can recommend it to everyone.,	4	Good topicks,	09-06-2013
A3HWVPN0IZS4V3	B001O3COHY	Michael	These episodes were a treat. If you love exploring the deep and even more so the preditors that live there than this is for you. Educational,	5	Fun for the family,	12-05-2013
A3VPVS7TBBOFHY	B001O3COHY	raven	instead of thinking that Japanese message they intercepted was a trap to lure more naval personnel into the area, they should have tried to make contact with the USS Indianapolis and then if contact failed they should have immediately launched a search and rescue mission.secondly the ship was overdue, and still no contact was made by the navy with the USS Indianapolis, nor any search and rescue enacted.this was a case of many innocent sailors dying because the Navy did not care enough to follow through.too many navy personnel died while other navy personnel ignored their cries for help.what was never discussed was who from the navy who ignored the above,  and were they ever prosecuted and found guilty?too many unanswered questions which deserve answers now, and i hope we finally learn all the answers to the above concerns.too many navy personnel died while other navy personnel ignored their cries for help.lastly the naval officer they said was guilty of negligence, while all survivors said he did everythin...	5	very sad and unnerving, and still no answers!!!,	06-08-2013
A21T99RG6GNUOW	B001ODQA4C	Chloe	Awesome series, I loved it when it was on regular TV, and got moved to a different network. I have watched the entire 2nd season,	5	Flashpoint Season 2,	01-08-2014
A17YLXI5SBMCB7	B001ODQA4C	ChristyB	This one of the best programs I have ever seen.  It is family friendly with no swearing and no sex scenes.  It's extremely interesting seeing inside the SRU and seeing how they solve the cases.  I only wish it was more than 5 seasons.  Thank you Amazon Prime for offering this program. Would love to see more Canadian produced programs -- they seem to have it together better than the US.,	5	BEST PROGRAM -- VERY FAMILY FRIENDLY,	01-11-2014
A342CAVHO0T0PC	B001ODQA4C	Flying Lady 76 N2theBlue	I enjoyed season two.  Shocking end, but very well done.  I used to think only here in the USA that we had gangs, illegal guns, terrorists and good old fashion poverty, but this series is set in Toronto and shows human nature at its most vulnerable and that these human condition exist everywhere to one degree or another.The characters are very likable.  You see just enough of their private lives to be interesting and engage your interest without overwhelming the show.  Enrico Colantoni, is a spectacular actor and never disappoints no matter the role.  I have seen him in Veronica Mars, Just Shoot Me, and most recently in Person of Interest.  He is able to adapt to a role and make it believable.  Hugh Dillon is wonderful and David Paetkau is just plain HOT!  Where's the fan?  :)This is a police procedural with all the trimmings and well worth watching.,	5	This is a great series - Wonderful actors - and realistic tales!,	06-05-2014
A70CNI39ZMSWC	B001ODQA4C	James A. Trinka	As in my review of the first season, I said it improved after each episode as you get more attached to the characters.  Maybe season 3 will get the elusive 5 stars!  Recommend watching it though.,	4	Pretty Good Series,	05-06-2014
A1210QJT54O8T0	B001ODQA4C	Sandra L. Foster	This is the best show on television, tied with NCIS. I love the characters and their humaness. There is plenty of action but these characters also have a soft side and I appreciate seeing that. I truly love this show.,	5	Flashpoint,	09-10-2010
AQYRLU90MBPAJ	B001ODQA4C	Teri Barnes	AWESOME SHOW FULL OF DRAMA, HEARTFELT CLOSENESS BETWEEN THE TEAM SO AT TIMES IS A TEAR JERKER BUT THEN I AM A LADY, HAVE WATCHED ALL THE SEASONS, RECOMMENED YOU DO ALSO, IN ORDER. SAD TO SEE IT GO OFF THE AIR.,	5	NOT JUST A GUY SHOW,	12-10-2013
A2JNERDP9W01ZQ	B001ODQA4C	The Librarian	Really like this show. It as the same kind of draw you in feel as other shows like the original CSI. You kinda get to know the characters and grow with them.,	5	great,	09-04-2013
A96R3VO408QRF	B001OEEKU2	sunnydays	cute movie.  nice little, romantic flick.,	3	cute movie,	07-12-2014
A2DZP6U77MM2ET	B001OHU9VS	Nycgirl	I love this show so much that I'm sad season 3 is over. It's amazing how every episode is funny, heartfelt and sad!! Every emotion every show.Hope season 4 can live up to the exceptionally high standards I've placed on it,	5	Love this show!!!,	06-09-2013
A3G9MEIMI1EL3C	B001OHU9VS	S. Mansfield	I simply cannot say enough good things about this program.  Exciting.  Riveting.  Great characters and an interesting plot with each episode.  One of my all time favorites.,	5	The Best,	02-10-2013
A2SLA0SXRQV8M0	B001PN63PC	Andres C. Salama	An interesting drama about an imperfect love triangle. Joaquin Phoenix plays Leonard, a man perhaps in his early thirties, living in an apartment in Brooklyn with his parents, a Jewish couple who have a small dry cleaning operation where Leonard works. Leonard has a story behind him: an engagement with a girl was broken some years ago when they found that they were genetically incompatible, and he has tried to kill himself in the past, more than once. His parents, worried by him, try to set him up with Sandra, the nice daughter of a fellow (and apparently wealthier) Jewish businessman. Though not terribly enthusiastic about Sandra, he starts going out with her, who is very attracted to him (why a seemingly down to earth person like Sandra would be attracted to an obviously troubled person like Leonard is unclear, though I suppose things like this happen, though not very usually, in real life). But just when Leonard and Sandra start meeting and knowing each other, he meets Michelle (Gwyneth Paltrow, who is ...	5	Well made drama, with great performances,	12-08-2009
A3EXWV8FNSSFL6	B001PN63PC	Daniel G. Lebryk	This film has a lot going for it. Three absolutely gorgeous women, Gwyneth Paltrow, Vinessa Shaw, and Isabella Rossellini. A quirky lead male, Joaquin Phoenix (yes the same one that had the idiotic much parodied interview with David Letterman). A complex love story, but one that seems more honest and true than the silly happy stories usually told. Interesting camera work and lighting - filmed in muted tones. And excellent direction and writing by James Gray.The film opens with Leonard (Joaquin Phoenix) jumping off a low bridge. As he floats downward, he sees an image in his mind and decides to live. There is something not exactly 100% with Leonard. He lives at home, there are cryptic questions about where he was four months ago, and he moves and talks in a halting not altogether there mode. The love triangle is a bit different. Sandra (Vinessa Shaw) likes Leonard. She's single, saw Leonard at his father's dry cleaner, and decided to set up a pretext to meet him. Leonard isn't 100% interested, but there's s...	5	Sad Beautiful Love Story,	08-07-2009
A13E0ARAXI6KJW	B001PN63PC	Ed Uyeshima	I notice the strong influence of Elia Kazan (On the Waterfront,Splendor in the Grass) in James Gray's intimate 2009 character-driven drama, the signposts being the human scale of the story and the realistic dilemmas faced by the main characters. The director/screenwriter manages to achieve a somber stillness to the film that allows the actors to breathe and inhabit their roles in a more subtle manner than you would expect from a story focused on working-class lives in Brooklyn's Brighton Beach neighborhood. The plot focuses on Leonard Kraditor, a moody, suicidal young man in the aftermath of a nervous breakdown triggered by the end of an engagement forced by genetic disorders running in both their families. Consequently, it would have been impossible for them to have healthy children. Grappling with bipolar disorder, Leonard has moved back with his parents working half-heartedly at the family dry-cleaning business, as they seek out a suitable replacement fianc&eacute;e. She comes in the form of Sandra, the...	4	Romantic Triangle  Drama Benefits from Gray's Introspective, Kazan-Like Approach,	04-05-2010
A1IZQA5B1E7ND6	B001PN63PC	Erica L. Jablonsky	I like Joaquin. Movie wasn't like the most magical movie ever but worth watching. Maybe it should have been called 1.5 lovers ha.,	4	Good chill movie,	02-10-2013
A328S9RN3U5M68	B001PN63PC	Grady Harp	TWO LOVERS is an intimate film that requires that the viewer can identify with or at least care about the characters it depicts.  Otherwise this is a pretty dark film with few moments of light to redeem the rather depressing story.  It is a verismo style contemporary tale of choices made by vulnerable and rather weak people living life in a closed world.Brighton Beach, Brooklyn is the shadowing decaying setting where we first meet Leonard (Joaquin Phoenix) making a delivery for his father's dry cleaning business, deciding instead to jump off a bridge in suicidal dejection: Leonard is a lost soul, bipolar to boot, a wannabe photographer who has just been crushed by the end of a relationship (both partners decide that marriage won't work because they both carry the gene for Tay-Sachs disease, a fact that would prevent their having healthy children).  Salvaged by passersby, Leonard proceeds to his parent's (Isabella Rossellini and Moni Monoshov) apartment, the setting for a careful preparation of Leonard for ...	3	The Dark Side,	07-05-2009
A2G5KL6WVDZFD6	B001PN63PC	Libby Bryer	Phoenix plays a character very similar to the lethargic James Dean or early Brando.  It took me over half the movie to get used to him and appreciate the character.  I can't say I enjoyed it, but again, I appreciated his acting.  Paltrow, well, pretty and pouty - anyone could have played her part. Interesting ending that would be worth the argument at a party with a bunch of opinionated men and women. Hey, that might be a reason to watch it!  There ya go!,	3	Artsy fartsy a la carte,	04-10-2014
A1W9JB3KRSDEQD	B001PN63PC	singer mg	That's what this film is about, immaturity.  You have a guy who is basically still a child so he chooses his love like a teenager, he cannot look people in the eye and tell them what he really wants and he tries to run away from home like a little boy. That said the film does end with a nice resolution that perhaps points to emotional growth.  Its not the best film but its not the worse either.  I would recommend renting this before investing in owning a copy as I doubt its the kind of film anyone would want to see more than once.,	3	Immaturity,	02-06-2011
AAZRWLML88IZK	B001QDDILI	A kids review	The things I have enjoyed about House are still present in the fifth season of the show. The character drama is handled extremely well, the acting is top notch, and all around this season has some incredibly solid episode. While not every episode is a hit and some of the storylines don't feel quite right, this is a very stable season that is easily 4 stars. This is by far one of the most unique medical dramas ever and it's a testament to the show's quality that it can stay interesting even after 100 episodes.,	4	House, M.D. - Season Five,	08-11-2011
AJ571UKWCC3CC	B001QDDILI	Amazon Customer Carolyn	Like Holmes, House is my favorite mystery solver. The show was a hit with me. I will miss watching it.,	5	My favorite,	03-02-2013
A24IJY3V0804WJ	B001QDDILI	Amit Talpade	I used to love this show when it first premiered and have been a faithful follower throughout all its many seasons. Having said that I feel that the antics of Dr. House are getting a bit tiresome and I am waiting for either Dr. Wilson or someone else to punch him in the face. The storyline remains the same, a medical mystery is presented at the beginning of the show and the rest of the show is devoted to the eventual solution. I will watch it to the end but the writing has to improve.,	3	The show needs a new direction and writing needs to improve,	12-05-2009
A3N6GAJTEOF4MO	B001QDDILI	Caleb Williams	Up to season 5 House was known as focusing a lot on the comical witticisms of House as he insulted his colleagues and his boss. This particular season takes a more serious turn, and although there does exist the comedy that it's famous for, there is a more serious aura around the entire season and its characters as all is not well in the land of Dr. Gregory House. For a medical drama, House is pretty special as it retains a very formulaic style of storytelling and wholly stays away from soap opera dramatics; instead replacing them with casual love stories, complex medical cases and an even more complex main star.Just when we think we know House, the show takes another massive turn and shows us a completely different side to him that we never thought existed. Season 5 seeks on exposing a new emotional side to House. At the end of season 4 we saw the end to Wilsons girlfriend, Amber and what we are lead to believe to be the friendship of House and Wilson. Season 5 opens with our worst fears, Wilson quits and...	5	As Always, Amazing,	06-02-2009
A10CJINP7KBR4W	B001QDDILI	M. Herzog	Season 5 shows signs that House's premise may be wearing a little thin.  The premise of course is that every episode involves someone getting sick, several failed attempts to save said person, then House hears or says something that makes him realize the actual disease/problem and saves the patient.  While this was cleverly intermixed with a number side stories, usually involving personal issues, this season the premise was wearing a little thin to me.  Most the time I didn't care much about the case this season as I knew the pattern and wasn't very surprised.  This is the trouble with all premised shows, eventually you get used to the pattern, then get a little tired with it.Similarly, the side stories weren't nearly as interesting this season.  While I thought House looking for a replacement for Wilson was rather interesting, I was a little surprised by how quickly this story was over, thought I was thrilled to have Wilson back.  Also, the budding of a new romance felt a little forced, and was ultimately...	4	Premise is wearing thin...,	10-06-2009
AM7763VOIY6HZ	B001QDDILI	Wanda Lea Brayton	Hugh Laurie is incredibly talented as an actor, musician and singer. The other cast members are equally talented and it's quite interesting to observe their interactions while surrounded by humor, angst, drama and intelligent writing. Bravo!,	5	The Best Show On TV,	02-11-2012
AJ571UKWCC3CC	B001QDKK3W	Amazon Customer Carolyn	Loved this show. I hate that it was cancelled. I like the shows theme and the smart people. All the members are smart. I love it. No stupid-b----e style.,	5	Good,	03-02-2013
AAPLLRQWGDJ4C	B001QDKK3W	Amazon Customer Skipper	The wife likes it, I can tolerate it so it is a good compromise between our tastes.  The acting is good, the premise behind the story is flawed but, like most stuff that get produced in Hollywood, you just have to turn off your brain and enjoy what's there.,	4	Lie to Me Season 1,	04-07-2014
